0,Unknown
2,Voice
3,Email
4,Chat
5,Web
6,Video
7,SMS
9,Survey
11,Retail
13,Billing
14,IVR
15,Mobile
16,Tablet
17,Warehouse
18,Insurance
19,MobileApp
20,ChurnSystemTriggered
21,ChurnCustomerTriggered
22,RetailAffiliatePartners
23,RetailBusinessSales
24,RetailCompanyOwnedAndKiosks
25,RetailIndirectLocal
26,RetailIndirectNational
27,RetailTelesales
28,UnChurnCustomerTriggered
29,UnChurnSystemTriggered
30,Churn
31,PointOfSale
32,eShop
